34111	40.778937	-73.962298
3395260	40.779243	-73.960673
7646	40.752806	-73.977175
583765	40.746962	-73.984848
506151	40.747972	-73.992877
162045	40.749051	-73.992137
21678	40.758816	-73.978621
5397	40.851216	-73.952065
2715	40.773839	-73.87122
371056	40.755577	-73.981858
2915612	40.742542	-73.98659
4244	40.750795	-73.993576
485927	40.732917	-73.980517
171095	40.775066	-73.874345
644144	40.775894	-73.87295
406308	40.736639	-73.990518
438765	40.736328	-73.990173
1049942	40.761332	-73.967779
732273	40.731665	-73.977835
1453568	40.729816	-73.986794
1663895	40.734217	-73.988992
442412	40.739258	-73.973522
1466087	40.730497	-73.983212
4191	40.645089	-73.784523
1110549	40.76356	-73.97908
2668226	40.761317	-73.967578
732621	40.743914	-73.989175
2074445	40.765185	-73.972127
109235	40.768687	-73.97729
107796	40.643966	-73.782721
249817	40.644148	-73.782015
1983574	40.640254	-73.781626
455686	40.74997	-73.99154
1847477	40.771269	-73.959577
3545628	40.744275	-73.991706
16381	40.756994	-73.989079
840765	40.784835	-73.956415
1401	40.742188	-73.987924
6515	40.735181	-73.991207
2188810	40.735226	-73.99116
3906	40.758788	-73.978925
6433	40.758505	-73.976526
62142	40.829491	-73.926938
567157	40.746379	-73.981891
15066	40.748427	-73.988328
19289	40.758018	-73.976923
3120858	40.851158	-73.948128
8413	40.757273	-73.985692
24414	40.76022	-73.98439
1159219	40.780391	-73.977094
13941	40.763556	-73.972868
396752	40.759006	-73.967768
332969	40.755998	-73.99115
330530	40.727041	-73.983836
217018	40.774034	-73.966849
788744	40.730084	-73.989256
674860	40.759304	-73.986989
25112	40.76114	-73.985675
107668	40.756457	-73.846064
1292104	40.746216	-73.981468
16913	40.766762	-73.983135
1194524	40.872538	-73.95483
1417491	40.741811	-73.988263
294135	40.757522	-73.984653
207186	40.761615	-73.975143
582682	40.758083	-73.987684
1115143	40.769768	-73.954403
1312	40.731698	-73.989227
581313	40.747355	-73.9844
20040	40.732758	-73.985766
248599	40.7309	-73.986202
334044	40.760586	-73.985766
533789	40.745113	-73.988607
709538	40.771423	-73.959394
370954	40.762936	-73.977806
332450	40.752824	-73.994191
156630	40.739621	-73.995979
1424481	40.779701	-73.955995
171204	40.742762	-73.976923
254160	40.78129	-73.952138
461802	40.74526	-73.992475
156327	40.795358	-73.931057
105676	40.749859	-73.989962
110837	40.758505	-73.986139
2534407	40.749394	-73.97671
14282	40.756502	-73.973909
416354	40.748354	-73.976624
582354	40.751866	-73.976894
169752	40.772512	-73.955567
331368	40.785953	-73.976422
446273	40.779827	-73.988886
283377	40.763446	-73.965231
317434	40.773457	-73.885889
82917	40.763569	-73.995804
879057	40.75762	-73.974753
485547	40.763186	-74.000688
164174	40.716534	-73.961448
428777	40.726963	-73.98375
664639	40.758429	-73.985043
316058	40.755131	-73.987924
1322371	40.708681	-73.936704
335148	40.763903	-73.988533
485540	40.767427	-73.986007
490883	40.737572	-73.993135
223152	40.732677	-73.991519
377914	40.734613	-73.992177
2492212	40.722348	-73.948503
210795	40.767899	-73.97438
23498	40.763462	-73.974005
221473	40.76289	-73.97403
2506844	40.764655	-73.970741
87189	40.756965	-73.985812
258978	40.763342	-73.977938
2163	40.763823	-73.97301
424	40.781184	-73.973203
418224	40.759386	-73.977978
1542766	40.762381	-73.974804
961818	40.745511	-73.977605
108470	40.77953	-73.973994
106008	40.754879	-73.977278
410588	40.759172	-73.98493
158022	40.758241	-73.985339
144779	40.76054	-73.984624
143550	40.758489	-73.979366
809431	40.758799	-73.978684
18933	40.756912	-73.98747
598645	40.757052	-73.985956
24871	40.758505	-73.979487
335830	40.756606	-73.986271
1205991	40.868714	-73.830549
403522	40.787407	-73.83666
33188	40.74992	-73.972331
682863	40.780256	-73.847787
169521	40.722175	-73.867473
24397	40.78293	-73.83085
802119	40.76262	-73.753434
3036	40.734056	-73.870847
304529	40.763755	-73.914578
73832	40.742524	-73.980349
15689	40.770294	-73.836338
1205189	40.751896	-73.837602
1308341	40.782544	-73.845918
523818	40.771586	-73.836443
245614	40.758083	-73.785253
455225	40.729872	-73.980802
2015891	40.782151	-73.846039
20310	40.783222	-73.833447
650408	40.770272	-73.807397
787027	40.70878	-73.868218
163551	40.708198	-73.86868
1513514	40.770597	-73.991764
150331	40.734662	-73.988401
109841	40.734814	-73.988429
527596	40.782079	-73.833744
1044932	40.743265	-73.917752
155519	40.763183	-73.984492
213082	40.759302	-73.984959
584222	40.787705	-73.809411
993453	40.788746	-73.808706
330334	40.567089	-73.865461
746048	40.724167	-73.898857
13370	40.756929	-73.985453
8349	40.75649	-73.986268
107125	40.75558	-73.988543
297967	40.758993	-73.985324
15923	40.779126	-73.954905
1219257	40.75879	-73.979293
175985	40.76308	-73.983832
256192	40.782928	-73.952638
10426	40.750516	-73.993499
35712	40.762898	-73.98222
18662	40.763114	-73.984406
668706	40.782614	-73.952827
614213	40.757034	-73.978183
169732	40.758375	-73.988497
1141102	40.773459	-73.979557
3437367	40.805355	-73.938786
2790837	40.759227	-73.986271
156478	40.828391	-73.926101
403842	40.748572	-73.992475
321986	40.745505	-73.994599
238841	40.748731	-73.992527
146562	40.751028	-73.99425
544503	40.752069	-73.991138
544967	40.750599	-73.991448
875485	40.730309	-73.887
141152	40.758783	-73.776287
1388139	40.748006	-73.992988
447290	40.749468	-73.991804
930590	40.71202	-73.723733
242575	40.754676	-73.991482
1679477	40.753737	-73.992504
417832	40.753638	-73.992464
1052317	40.777324	-73.727381
445285	40.854527	-73.968029
350778	40.853812	-73.963609
1023490	40.849436	-73.941433
88220	40.844203	-73.899879
1150298	40.658977	-73.839646
730112	40.706994	-73.854861
4638	40.758213	-73.986826
1586368	40.71073	-73.856449
550539	40.693728	-73.85146
332408	40.728787	-73.851986
550531	40.693565	-73.852533
1708549	40.733496	-73.871715
43238	40.676928	-73.898699
16696	40.762406	-74.01
2515627	40.691346	-73.847787
100112	40.772531	-73.983442
381418	40.674278	-73.842926
506431	40.655733	-73.838915
253910	40.800231	-73.828812
170291	40.762796	-73.987581
88798	40.702407	-73.799973
459788	40.756222	-73.985502
10206	40.827207	-73.926031
454134	40.7633	-73.921165
162632	40.756035	-73.846235
23646	40.753987	-73.983822
16865	40.760427	-73.977696
979871	40.759611	-73.976226
8186	40.759858	-73.97974
565471	40.756648	-73.988705
222547	40.758795	-73.979338
257386	40.756822	-73.988762
1021356	40.805427	-73.965679
24807	40.752741	-73.973308
523169	40.82803	-73.925531
152795	40.758399	-73.985325
90536	40.758719	-73.97846
249730	40.7629	-73.976015
231331	40.755666	-73.989543
150452	40.73131	-73.988665
83172	40.745902	-73.988142
290343	40.740469	-73.996154
1999860	40.757846	-73.975338
161064	40.73323	-73.987593
243472	40.742673	-73.992276
1747968	40.753632	-73.975361
404572	40.768846	-73.982547
140514	40.758328	-73.985457
200411	40.749701	-73.845582
642662	40.769061	-73.862168
509155	40.749398	-73.975705
177013	40.751828	-73.97648
1091760	40.760651	-73.972235
1094978	40.74963	-73.846965
2211795	40.751251	-73.845057
156121	40.734269	-73.990084
405388	40.733622	-73.98996
435169	40.733631	-73.954704
448012	40.719876	-73.951464
498242	40.730234	-73.954222
503767	40.72828	-73.953406
507636	40.72809	-73.948344
336959	40.727735	-73.953082
553361	40.72427	-73.951053
479230	40.710546	-73.892007
17162	40.75485	-73.988005
576827	40.757009	-73.98572
12065	40.756506	-73.988028
421002	40.746639	-73.945541
674439	40.709532	-73.950852
676179	40.714771	-73.942948
700128	40.722547	-73.949033
149327	40.756945	-73.988871
807366	40.728692	-73.95359
808721	40.72788	-73.952995
894836	40.725525	-73.951698
457464	40.754925	-73.923751
955241	40.729671	-73.950933
619576	40.730218	-73.954382
959384	40.759835	-73.918389
293580	40.757018	-73.990564
959804	40.731209	-73.954395
1090737	40.730243	-73.953791
530468	40.730369	-73.954279
1095457	40.756937	-73.920581
34424	40.750676	-73.99135
1150036	40.728004	-73.953207
1153823	40.793025	-73.955921
318393	40.790384	-73.951865
107312	40.72934	-73.95082
1192536	40.730691	-73.954401
441103	40.754772	-73.98797
1393512	40.713809	-73.950241
608098	40.753154	-73.989055
1405847	40.734097	-73.95196
28577	40.736446	-73.990302
294220	40.753384	-73.974506
96515	40.742287	-73.993124
31615	40.805145	-73.939147
495445	40.828748	-73.927066
539023	40.740705	-73.991611
158573	40.760602	-73.969467
24750	40.73269	-73.974638
1374248	40.78782	-73.791046
743030	40.762334	-73.960232
2039007	40.750944	-73.991511
960722	40.746859	-73.986515
334510	40.726127	-73.986208
1106580	40.742082	-73.982931
1392197	40.761475	-73.984119
710048	40.74232	-73.982742
1599723	40.755702	-73.968587
748416	40.73821	-73.983649
2430595	40.743209	-73.987405
2428783	40.76205	-73.97796
1158599	40.726105	-73.986036
1208188	40.714601	-73.943903
2524180	40.736761	-73.984157
1156280	40.854181	-73.888279
534492	40.729942	-73.983382
29693	40.744341	-73.990426
645625	40.761622	-73.973599
583697	40.738656	-73.993777
100793	40.733178	-73.99116
2066187	40.650382	-73.792712
331631	40.648232	-73.791647
1750286	40.698089	-73.92548
2101415	40.732354	-73.985198
1132895	40.706478	-73.922879
306738	40.725379	-73.983596
223876	40.720819	-73.964553
426371	40.728543	-73.984699
177511	40.731844	-73.983865
791270	40.702814	-73.9337
748957	40.763077	-73.981418
224645	40.778364	-73.981633
152337	40.775854	-73.975255
210793	40.805167	-73.965864
1045175	40.763544	-73.983264
379617	40.764267	-73.982524
4670	40.761397	-73.976986
539168	40.763544	-73.982406
2014868	40.750558	-73.974064
655311	40.807151	-73.963687
263625	40.762622	-73.987498
826271	40.776122	-73.872993
988006	40.764308	-73.979155
525953	40.764023	-73.977146
778910	40.758108	-73.974638
739647	40.758887	-73.973324
2813155	40.759155	-73.970572
929722	40.867093	-73.881746
