62	63	7	1333461652
164	172	10	1333461725
192	201	104	1333461744
204	214	9	1333461752
243	258	1	1333461780
386	412	9	1333461878
243	618	1	1333462035
701	756	1	1333462137
740	799	1	1333462169
791	852	1	1333462207
844	909	30	1333462239
872	938	2	1333462264
1025	1104	11	1333462392
1031	1110	74	1333462401
1082	1161	25	1333462443
386	1193	53	1333462461
1153	1238	128	1333462505
1225	1312	96	1333462569
844	1316	83	1333462570
1308	1401	3	1333462637
1433	1540	197	1333462757
1308	1546	1	1333462761
1447	1557	9	1333462768
1433	1565	136	1333462771
1433	1579	44	1333462785
1542	1666	1	1333462846
1588	1722	2	1333462893
1797	1970	13	1333463080
1447	1989	7	1333463098
1959	2156	17	1333463258
1966	2163	4	1333463263
2059	528	2	1333463350
2325	2589	14	1333463609
2325	2624	78	1333463640
2428	2715	45	1333463719
2437	2728	10	1333463731
2483	2784	12	1333463783
1443	2830	3	1333463816
1751	528	3	1333463832
2561	2870	13	1333463846
2598	2914	3	1333463891
2702	3036	2	1333463976
2707	3041	12	1333463982
2744	3085	18	1333464018
1966	3250	1	1333464145
2905	3268	2	1333464169
2907	3271	1	1333464174
2915	3279	1	1333464185
844	3370	14	1333464247
3079	3470	1	1333464339
1443	3528	5	1333464390
3150	3553	3	1333464421
3370	3829	6	1333464663
1025	4162	21	1333464969
3720	4246	16	1333465066
3856	4419	40	1333465231
3892	4464	9	1333465276
3903	4480	15	1333465288
4029	4636	1	1333465426
4031	4638	33	1333465427
3515	4668	73	1333465461
4070	4686	1	1333465473
3515	4723	59	1333465504
4166	4810	2	1333465679
4070	3906	1	1333465738
3370	4966	3	1333465789
4325	5025	9	1333465834
4351	5055	8	1333465856
4365	5071	20	1333465864
4488	5227	5	1333465977
4555	5313	1	1333466044
4567	4191	7	1333466055
4575	5338	1	1333466064
4365	5350	22	1333466074
4587	5352	1	1333466075
4587	5369	1	1333466087
4587	5382	1	1333466098
4365	5390	18	1333466104
4612	5391	16	1333466106
4651	5444	34	1333466162
4690	5494	1	1333466201
4735	5545	1	1333466244
4775	5594	1	1333466285
4847	5687	6	1333466394
844	5738	12	1333466446
4890	5748	26	1333466453
4890	5769	26	1333466470
3515	5963	53	1333466668
5060	5983	13	1333466689
5136	6071	19	1333466771
5224	6183	2	1333466933
5296	6281	38	1333467041
5337	6337	17	1333467102
5337	6385	19	1333467151
5337	424	12	1333467179
391	6433	1	1333467201
5430	6470	2	1333467232
5337	6581	18	1333467358
5564	528	1	1333467417
5619	6707	24	1333467496
5798	6938	1	1333467742
5802	6943	13	1333467744
4070	7030	1	1333467841
6011	7212	20	1333468042
6026	7231	37	1333468063
6141	7379	8	1333468232
2321	7405	14	1333468262
6164	7414	5	1333468267
4070	7511	1	1333468358
6292	7597	22	1333468440
6298	7604	23	1333468449
4775	7605	3	1333468451
6326	7646	91	1333468495
6341	7662	1	1333468509
3455	7666	8	1333468513
2598	7790	1	1333468662
6444	7795	14	1333468664
6444	7810	23	1333468681
6536	7911	72	1333468797
6568	7952	16	1333468837
6601	4191	3	1333468898
6618	8034	1	1333468926
6645	8076	2	1333468975
6686	8135	41	1333469036
844	8138	1	1333469039
3720	8162	37	1333469066
6728	8195	39	1333469117
6750	8224	71	1333469146
5840	8230	2	1333469156
6755	8231	26	1333469156
6815	8304	65	1333469225
6568	8337	18	1333469268
4070	8349	1	1333469276
6852	8358	47	1333469283
6853	8360	43	1333469284
4070	8413	1	1333469344
6924	8471	71	1333469395
6975	8545	2	1333469488
5840	8561	23	1333469505
6975	8567	7	1333469514
6298	8569	36	1333469514
6975	8795	1	1333469746
5250	8853	2	1333469819
7219	4670	2	1333469878
