12253,908461,5
12253,96016,4
12253,14876,3
12253,1322495,2
12253,242942,1
61698,216171,5
61698,182334,4
61698,112026,3
61698,1416917,2
61698,86505,1
79740,762006,5
79740,1451663,4
79740,628165,3
79740,75638,2
79740,758624,1
71831,417410,5
71831,17968,4
71831,16936,3
71831,79901,2
71831,178731,1
58967,203518,5
58967,547466,4
58967,785544,3
58967,15620,2
58967,671760,1
119657,157426,5
119657,1265942,4
119657,935761,3
119657,1163050,2
119657,624093,1
171099,416581,5
171099,147826,4
171099,453915,3
171099,748324,2
171099,243647,1
72264,2117208,5
72264,4810,4
72264,1572250,3
72264,2072010,2
72264,136589,1
191681,320634,5
191681,418072,4
191681,319579,3
191681,243327,2
191681,131764,1
15507,177181,5
15507,1622110,4
15507,304076,3
15507,86236,2
15507,79421,1
11753,369860,5
11753,82722,4
11753,335918,3
11753,3019951,2
11753,326358,1
135735,554578,5
135735,231159,4
135735,569999,3
135735,23672,2
135735,1403990,1
216038,215286,5
216038,615651,4
216038,105542,3
216038,368298,2
216038,68782,1
53532,483927,5
53532,256547,4
53532,2515648,3
53532,874946,2
53532,840305,1
119331,3558671,5
119331,339046,4
119331,727548,3
119331,163630,2
119331,1191511,1
2141,46679,5
2141,25740,4
2141,977653,3
2141,192027,2
2141,956135,1
52789,252855,5
52789,68856,4
52789,3184764,3
52789,203727,2
52789,84945,1
159549,248100,5
159549,243943,4
159549,458742,3
159549,645211,2
159549,2582481,1
92198,339599,5
92198,141543,4
92198,356710,3
92198,333801,2
92198,172711,1
67509,1014443,5
67509,231794,4
67509,295295,3
67509,1069094,2
67509,929722,1
91888,49434,5
91888,810645,4
91888,880370,3
91888,149642,2
91888,609813,1
156172,1346864,5
156172,215714,4
156172,141587,3
156172,171184,2
156172,366504,1
5224,234841,5
5224,902705,4
5224,1091613,3
5224,655047,2
5224,180481,1
159128,845206,5
159128,295197,4
159128,2753890,3
159128,1679192,2
159128,405971,1
22575,30832,5
22575,192301,4
22575,2344254,3
22575,18054,2
22575,2070059,1
53766,290834,5
53766,401426,4
53766,233771,3
53766,41140,2
53766,173807,1
33913,694512,5
33913,1276760,4
33913,289423,3
33913,174552,2
33913,942826,1
110059,536791,5
110059,379537,4
110059,906167,3
110059,465237,2
110059,120183,1
68440,231097,5
68440,112184,4
68440,217673,3
68440,1484763,2
68440,675917,1
11180,618069,5
11180,228892,4
11180,1502177,3
11180,742767,2
11180,425056,1
196572,732972,5
196572,245008,4
196572,154338,3
196572,179494,2
196572,111479,1
86404,552034,5
86404,529862,4
86404,78328,3
86404,1568318,2
86404,25698,1
97774,3441648,5
97774,94545,4
97774,130340,3
97774,867061,2
97774,137070,1
129423,164374,5
129423,1054287,4
129423,28525,3
129423,775205,2
129423,36772,1
17733,373282,5
17733,371372,4
17733,414848,3
17733,485420,2
17733,607887,1
4750,202939,5
4750,666428,4
4750,7646,3
4750,1082974,2
4750,1347856,1
208740,97435,5
208740,1067407,4
208740,615966,3
208740,1534155,2
208740,231863,1
224957,1678569,5
224957,902511,4
224957,319400,3
224957,94916,2
224957,254961,1
32456,17941,5
32456,135501,4
32456,459560,3
32456,1989,2
32456,1022484,1
15228,812866,5
15228,227521,4
15228,534595,3
15228,1235809,2
15228,154181,1
25203,549898,5
25203,89138,4
25203,847431,3
25203,258806,2
25203,2732476,1
146695,901303,5
146695,550539,4
146695,813289,3
146695,130471,2
146695,130230,1
35654,361152,5
35654,1613206,4
35654,138942,3
35654,541469,2
35654,1768958,1
3453,610022,5
3453,258,4
3453,23154,3
3453,297090,2
3453,252230,1
68978,4244,5
68978,96066,4
68978,339046,3
68978,2526186,2
68978,2076257,1
5726,280181,5
5726,212105,4
5726,32014,3
5726,213481,2
5726,684811,1
54298,68782,5
54298,75100,4
54298,747781,3
54298,522367,2
54298,2243096,1
121825,44402,5
121825,1617233,4
121825,610664,3
121825,763202,2
121825,105909,1
54168,107438,5
54168,961818,4
54168,495588,3
54168,643781,2
54168,144123,1
145196,230017,5
145196,588353,4
145196,805409,3
145196,418468,2
145196,173807,1
25194,616771,5
25194,1550594,4
25194,1360215,3
25194,1093149,2
25194,167486,1
7491,167978,5
7491,287263,4
7491,394430,3
7491,1025487,2
7491,933338,1
17970,362933,5
17970,445498,4
17970,581798,3
17970,459360,2
17970,102691,1
125416,217787,5
125416,185052,4
125416,37599,3
125416,237927,2
125416,12915,1
111991,746812,5
111991,649580,4
111991,195543,3
111991,747014,2
111991,147826,1
54135,5227,5
54135,48946,4
54135,1205035,3
54135,875695,2
54135,33078,1
126393,192027,5
126393,42409,4
126393,18041,3
126393,3311948,2
126393,298961,1
201826,46940,5
201826,555163,4
201826,210578,3
201826,243472,2
201826,998572,1
740,519565,5
740,177181,4
740,454668,3
740,109530,2
740,1313547,1
142385,704262,5
142385,8230,4
142385,493575,3
142385,215605,2
142385,1877714,1
160981,489063,5
160981,2071721,4
160981,408605,3
160981,161059,2
160981,80289,1
85731,82552,5
85731,579713,4
85731,425956,3
85731,333523,2
85731,419242,1
187571,224502,5
187571,481117,4
187571,3466657,3
187571,1352610,2
187571,29716,1
57009,747810,5
57009,679353,4
57009,619284,3
57009,83229,2
57009,34168,1
160116,400148,5
160116,1089287,4
160116,312161,3
160116,1998030,2
160116,3334183,1
13923,93944,5
13923,218330,4
13923,162418,3
13923,161463,2
13923,616814,1
10645,456854,5
10645,112789,4
10645,420695,3
10645,158044,2
10645,245614,1
5069,478962,5
5069,219267,4
5069,62990,3
5069,449274,2
5069,2113430,1
1031,3334097,5
1031,3178204,4
1031,645301,3
1031,83082,2
1031,27540,1
73458,938461,5
73458,619008,4
73458,2630077,3
73458,8561,2
73458,79901,1
128864,1556873,5
128864,3005449,4
128864,210439,3
128864,146039,2
128864,409153,1
202266,517861,5
202266,507643,4
202266,175985,3
202266,3571770,2
202266,397939,1
146980,32461,5
146980,143550,4
146980,366412,3
146980,1401,2
146980,374949,1
101056,230774,5
101056,1862385,4
101056,805004,3
101056,460079,2
101056,249964,1
11884,419860,5
11884,1150344,4
11884,1399880,3
11884,1879920,2
11884,656034,1
171194,970870,5
171194,1266761,4
171194,518582,3
171194,130811,2
171194,160949,1
52478,257610,5
52478,178662,4
52478,32461,3
52478,727548,2
52478,1413594,1
5798,620229,5
5798,34357,4
5798,1511876,3
5798,289423,2
5798,31948,1
100265,27198,5
100265,734603,4
100265,498149,3
100265,298215,2
100265,3076617,1
106707,608657,5
106707,135394,4
106707,32089,3
106707,257577,2
106707,70694,1
8337,3108224,5
8337,159065,4
8337,43616,3
8337,778812,2
8337,42959,1
101556,1032025,5
101556,3333619,4
101556,207298,3
101556,401991,2
101556,101164,1
258557,701513,5
258557,159767,4
258557,728959,3
258557,774686,2
258557,21837,1
26774,835254,5
26774,71667,4
26774,416258,3
26774,956333,2
26774,732751,1
94443,697506,5
94443,585671,4
94443,291693,3
94443,126919,2
94443,170889,1
242684,1006471,5
242684,1256993,4
242684,288548,3
242684,211423,2
242684,230176,1
153837,380572,5
153837,108470,4
153837,1025470,3
153837,922606,2
153837,260168,1
77061,181024,5
77061,290834,4
77061,1538476,3
77061,51065,2
77061,6183,1
73514,463992,5
73514,30052,4
73514,670793,3
73514,84352,2
73514,53117,1
85253,617737,5
85253,177118,4
85253,550373,3
85253,231794,2
85253,109792,1
97898,329513,5
97898,43924,4
97898,216171,3
97898,356625,2
97898,249853,1
96084,134982,5
96084,361915,4
96084,2515648,3
96084,619326,2
96084,1161112,1
9912,236213,5
9912,422392,4
9912,2056829,3
9912,939041,2
9912,594646,1
159521,5369,5
159521,997073,4
159521,2230937,3
159521,650197,2
159521,259186,1
66142,989518,5
66142,87714,4
66142,109884,3
66142,230150,2
66142,98551,1
119382,92095,5
119382,1498657,4
119382,655443,3
119382,134863,2
119382,241547,1
60661,248816,5
60661,811956,4
60661,172147,3
60661,1298480,2
60661,327208,1
52664,169453,5
52664,1087232,4
52664,305599,3
52664,3093280,2
52664,229400,1
69658,549430,5
69658,477439,4
69658,219662,3
69658,2956514,2
69658,27540,1
101152,79402,5
101152,890600,4
101152,419805,3
101152,2495122,2
101152,243159,1
80780,24047,5
80780,2624,4
80780,300944,3
80780,822000,2
80780,108470,1
101924,893557,5
101924,111571,4
101924,139628,3
101924,1439179,2
101924,446385,1
131441,647043,5
131441,1183353,4
131441,421535,3
131441,670653,2
131441,6337,1
69806,95280,5
