11643,452661,5
11643,108328,4
11643,1260894,3
11643,1090362,2
11643,988149,1
16143,571260,5
16143,417557,4
16143,3212256,3
16143,357187,2
16143,3567703,1
15282,2188097,5
15282,135604,4
15282,128127,3
15282,377389,2
15282,966473,1
79073,1028410,5
79073,2864745,4
79073,3666959,3
79073,111159,2
79073,3349806,1
53700,871657,5
53700,3212675,4
53700,2168936,3
53700,972924,2
53700,2265639,1
94469,3561040,5
94469,1281966,4
94469,19054,3
94469,676043,2
94469,2191436,1
63393,1624145,5
63393,1278686,4
63393,651515,3
63393,945643,2
63393,1600865,1
109822,416777,5
109822,374055,4
109822,1864958,3
109822,401193,2
109822,1733790,1
90748,1649286,5
90748,3676914,4
90748,1189061,3
90748,170031,2
90748,2489321,1
96264,3137225,5
96264,506767,4
96264,1857926,3
96264,322880,2
96264,3270561,1
56400,1364136,5
56400,1747892,4
56400,3469689,3
56400,837066,2
56400,274979,1
30458,175866,5
30458,1004048,4
30458,1339085,3
30458,327162,2
30458,1028274,1
41463,414356,5
41463,1865309,4
41463,1278892,3
41463,1859895,2
41463,1766004,1
126847,694117,5
126847,1794548,4
126847,1707283,3
126847,926825,2
126847,1209252,1
112813,288593,5
112813,732972,4
112813,3124808,3
112813,1090124,2
112813,699486,1
78886,2506787,5
78886,1862923,4
78886,1228385,3
78886,3310345,2
78886,970031,1
55308,1536723,5
55308,221016,4
55308,1016192,3
55308,136012,2
55308,1483663,1
59231,2017059,5
59231,1212039,4
59231,254271,3
59231,931145,2
59231,3393883,1
80548,1482085,5
80548,928225,4
80548,2810566,3
80548,1967404,2
80548,2479681,1
160980,582732,5
160980,1194355,4
160980,571298,3
160980,1095042,2
160980,3344691,1
84267,3159265,5
84267,1184773,4
84267,3522856,3
84267,847326,2
84267,3518037,1
168672,1999093,5
168672,1748810,4
168672,968852,3
168672,555855,2
168672,2901271,1
136286,2764171,5
136286,371017,4
136286,179629,3
136286,448808,2
136286,643156,1
65612,676179,5
65612,2188637,4
65612,3615288,3
65612,247665,2
65612,1895508,1
176129,1877103,5
176129,3610316,4
176129,2560202,3
176129,3091345,2
176129,1128468,1
179045,1416171,5
179045,33078,4
179045,459992,3
179045,3143020,2
179045,1208884,1
45070,1619552,5
45070,452844,4
45070,1367411,3
45070,2284821,2
45070,670020,1
45892,2439339,5
45892,10262,4
45892,1189465,3
45892,2822075,2
45892,774686,1
211086,2881624,5
211086,439388,4
211086,1391865,3
211086,2881502,2
211086,870302,1
35530,642843,5
35530,1824223,4
35530,680341,3
35530,3160628,2
35530,3099392,1
136197,2156,5
136197,3637370,4
136197,1534155,3
136197,2725286,2
136197,88243,1
137315,296887,5
137315,1753155,4
137315,1026794,3
137315,834290,2
137315,224840,1
169565,959010,5
169565,3393245,4
169565,322729,3
169565,342672,2
169565,2695208,1
67742,265838,5
67742,3115040,4
67742,509180,3
67742,524524,2
67742,2612228,1
64396,3249286,5
64396,703999,4
64396,1196110,3
64396,3077493,2
64396,2192189,1
9685,934035,5
9685,3160219,4
9685,877371,3
9685,1465269,2
9685,1995563,1
110639,1821736,5
110639,2314650,4
110639,2982435,3
110639,2419965,2
110639,490075,1
6356,1107052,5
6356,99823,4
6356,248624,3
6356,1610043,2
6356,75578,1
114127,3553436,5
114127,3290664,4
114127,741101,3
114127,3554699,2
114127,971970,1
126398,20285,5
126398,287214,4
126398,230125,3
126398,1015630,2
126398,257211,1
110534,134730,5
110534,1571112,4
110534,286959,3
110534,2954094,2
110534,1053938,1
213328,1281117,5
213328,2694121,4
213328,940836,3
213328,3160398,2
213328,536758,1
103880,3314198,5
103880,3462859,4
103880,2591499,3
103880,1078080,2
103880,2592344,1
248839,2061210,5
248839,832890,4
248839,378942,3
248839,402656,2
248839,2254958,1
84647,1705040,5
84647,2197420,4
84647,2089765,3
84647,2543110,2
84647,217654,1
251726,407673,5
251726,238571,4
251726,2027870,3
251726,1615305,2
251726,447927,1
50499,1110529,5
50499,835973,4
50499,828230,3
50499,3139982,2
50499,2393929,1
156886,574875,5
156886,2186458,4
156886,795266,3
156886,1281020,2
156886,2073488,1
34592,1115862,5
34592,298399,4
34592,2356367,3
34592,3253968,2
34592,405984,1
150777,207361,5
150777,3170275,4
150777,65515,3
150777,375044,2
150777,66041,1
232845,706602,5
232845,2055849,4
232845,2694608,3
232845,2661884,2
232845,939783,1
168366,2012539,5
168366,228041,4
168366,701777,3
168366,1158599,2
168366,7414,1
26112,1931359,5
26112,1196110,4
26112,2449216,3
26112,1189273,2
26112,2191294,1
75261,3303355,5
75261,2702387,4
75261,649444,3
75261,821739,2
75261,1385251,1
216139,960307,5
216139,122635,4
216139,3483898,3
216139,3183810,2
216139,240643,1
182882,1480264,5
182882,223563,4
182882,206749,3
182882,3524598,2
182882,2629712,1
1985,2839194,5
1985,3104931,4
1985,659558,3
1985,222714,2
1985,2882702,1
207822,327599,5
207822,809431,4
207822,260978,3
207822,3603226,2
207822,258542,1
79669,1045691,5
79669,2032222,4
79669,484882,3
79669,3409271,2
79669,1093232,1
94294,3303343,5
94294,3597241,4
94294,161059,3
94294,333007,2
94294,2163894,1
117338,3518664,5
117338,3375858,4
117338,3028736,3
117338,1493357,2
117338,1175812,1
89971,897713,5
89971,1480428,4
89971,1058238,3
89971,1202891,2
89971,1968110,1
62236,536640,5
62236,1407715,4
62236,2489072,3
62236,1499790,2
62236,293573,1
265376,25692,5
265376,2474380,4
265376,3356823,3
265376,412423,2
265376,292996,1
180,3149791,5
180,938113,4
180,2861300,3
180,1195966,2
180,536919,1
84446,1677403,5
84446,262121,4
84446,1087930,3
84446,1792228,2
84446,1317775,1
168018,529856,5
168018,2318607,4
168018,3196296,3
168018,1417835,2
168018,3092705,1
321,22575,5
321,3303741,4
321,1401693,3
321,422247,2
321,548272,1
37967,1192791,5
37967,463702,4
37967,442099,3
37967,3279183,2
37967,650939,1
258319,1237056,5
258319,1298480,4
258319,3680030,3
258319,930357,2
258319,1641639,1
187976,894538,5
187976,1191800,4
187976,2859472,3
187976,2724606,2
187976,1127227,1
178944,209542,5
178944,373662,4
178944,2094014,3
178944,1275120,2
178944,171361,1
96838,11129,5
96838,1584770,4
96838,531661,3
96838,1180030,2
96838,680348,1
156614,2349644,5
156614,3269320,4
156614,2231819,3
156614,2587803,2
156614,26553,1
187272,453504,5
187272,298081,4
187272,616243,3
187272,3213846,2
187272,152249,1
208628,1791366,5
208628,3506825,4
208628,3276124,3
208628,402213,2
208628,2242836,1
26686,520241,5
26686,165958,4
26686,1442201,3
26686,1764648,2
26686,161523,1
189882,1730923,5
189882,930304,4
189882,1102614,3
189882,419327,2
189882,1704757,1
164381,3334182,5
164381,2055531,4
164381,648876,3
164381,1050190,2
164381,690969,1
195593,763640,5
195593,2101935,4
195593,107640,3
195593,776910,2
195593,1574910,1
153281,2099140,5
153281,1108483,4
153281,1208709,3
153281,673932,2
153281,445285,1
53458,1880027,5
53458,158432,4
53458,1479538,3
53458,978447,2
53458,873132,1
17107,2490445,5
17107,1681206,4
17107,1425180,3
17107,1002168,2
17107,985710,1
138272,104825,5
138272,838880,4
138272,1986974,3
138272,1558699,2
138272,1281625,1
134232,270458,5
134232,1289168,4
134232,1690246,3
134232,2899251,2
134232,2000141,1
155778,3137190,5
155778,1572751,4
155778,114659,3
155778,463128,2
155778,1177403,1
187655,774902,5
187655,3494860,4
187655,1202891,3
187655,157366,2
187655,446212,1
164777,3613556,5
164777,2279119,4
164777,1653308,3
164777,1478109,2
164777,458596,1
87143,2924604,5
87143,465237,4
87143,1896694,3
87143,3466584,2
87143,823615,1
82732,1146224,5
82732,171532,4
82732,1402517,3
82732,5560,2
82732,3007663,1
