13066,20840,81.0
13066,635709,61.0
13066,305578,46.00000000000001
13066,377706,46.00000000000001
13066,728858,46.00000000000001
61523,164147,3.0000000000000004
61523,172996,3.0000000000000004
61523,867061,3.0000000000000004
61523,3369559,3.0000000000000004
61523,3085,3.0
68897,170889,7.0
68897,325251,7.0
68897,482928,7.0
68897,334923,5.0
68897,539340,5.0
92058,19398,10.000000000000002
92058,93556,10.000000000000002
92058,199486,10.000000000000002
92058,105873,10.000000000000002
92058,534687,10.000000000000002
4847,215671,6.000000000000001
4847,726599,6.000000000000001
4847,29179,6.0
4847,64220,6.0
4847,107125,6.0
47909,63,8.0
47909,412,8.0
47909,799,8.0
47909,1540,8.0
47909,1565,8.0
63247,172,2.0
63247,1104,2.0
63247,1312,2.0
63247,2163,2.0
63247,4480,2.0
183694,12264,6.000000000000001
183694,17095,6.000000000000001
183694,17576,6.000000000000001
183694,19804,6.000000000000001
183694,50023,6.000000000000001
135337,63,1.0
135337,172,1.0
135337,201,1.0
135337,214,1.0
135337,258,1.0
167689,440933,5.000000000000001
167689,646834,5.000000000000001
167689,753909,5.000000000000001
167689,8561,5.0
167689,14627,5.0
105336,63,1.0
105336,172,1.0
105336,201,1.0
105336,214,1.0
105336,258,1.0
91041,756,4.0
91041,799,4.0
91041,852,4.0
91041,938,4.0
91041,1557,4.0
124720,26621,46.0
124720,27701,46.0
124720,32181,46.0
124720,79735,46.0
124720,85917,46.0
58083,172,2.0
58083,214,2.0
58083,5545,2.0
58083,24587,2.0
58083,34168,2.0
1587,756,2.0
1587,7414,2.0
1587,11013,2.0
1587,13584,2.0
1587,17509,2.0
137339,799,2.0
137339,1104,2.0
137339,1110,2.0
137339,1316,2.0
137339,1401,2.0
72950,186611,11.000000000000002
72950,545000,11.000000000000002
72950,5545,11.0
72950,12285,11.0
72950,4636,11.0
61546,1401,4.0
61546,1666,4.0
61546,2728,4.0
61546,3829,4.0
61546,4966,4.0
69658,5369,5.0
69658,8304,5.0
69658,9801,5.0
69658,17614,5.0
69658,23215,5.0
101413,8360,3.0000000000000004
101413,9801,3.0000000000000004
101413,16902,3.0000000000000004
101413,16913,3.0000000000000004
101413,19446,3.0000000000000004
127365,700841,5.000000000000001
127365,30052,5.000000000000001
127365,1401,5.0
127365,18007,5.0
127365,21809,5.0
46853,341755,9.0
46853,543983,9.0
46853,569999,9.0
46853,707163,9.0
46853,708142,9.0
105086,258,4.0
105086,938,4.0
105086,4810,4.0
105086,5983,4.0
105086,7231,4.0
68975,63,1.0
68975,172,1.0
68975,201,1.0
68975,214,1.0
68975,258,1.0
221833,938,7.000000000000001
221833,9801,7.000000000000001
221833,129611,7.000000000000001
221833,234789,7.000000000000001
221833,243459,7.000000000000001
164147,253954,41.0
164147,321912,41.0
164147,1468418,41.0
164147,2116237,41.0
164147,17162,39.0
101556,63,1.0
101556,172,1.0
101556,201,1.0
101556,214,1.0
101556,258,1.0
192679,39242,6.000000000000001
192679,144779,6.000000000000001
192679,335350,6.000000000000001
192679,418554,6.000000000000001
192679,463103,6.000000000000001
11912,3528,17.0
11912,5350,17.0
11912,6515,17.0
11912,11643,17.0
11912,14587,17.0
19981,13629,8.0
19981,83154,8.0
19981,134863,8.0
19981,138829,8.0
19981,24414,8.0
13072,17777,14.0
13072,78749,14.0
13072,2860259,14.0
13072,179154,6.000000000000001
13072,335834,6.000000000000001
26422,44402,165.0
26422,111508,46.0
26422,146562,46.0
26422,173281,46.0
26422,293825,46.0
209435,43477,12.0
209435,216299,12.0
209435,289895,12.0
209435,607449,12.0
209435,3538199,12.0
173854,1933075,13.0
173854,99685,3.0000000000000004
173854,150533,3.0000000000000004
173854,155023,3.0000000000000004
173854,162533,3.0000000000000004
16431,63,1.0
16431,172,1.0
16431,201,1.0
16431,214,1.0
16431,258,1.0
50317,63,2.0
50317,214,2.0
50317,258,2.0
50317,799,2.0
50317,1401,2.0
181119,10815,39.0
181119,20812,39.0
181119,487702,39.0
181119,1153931,39.0
181119,1513777,39.0
67753,258,2.0
67753,756,2.0
67753,1238,2.0
67753,1312,2.0
67753,1546,2.0
116650,1161,2.0
116650,2163,2.0
116650,528,2.0
116650,3906,2.0
116650,5352,2.0
18968,84875,91.0
18968,9443,50.00000000000001
18968,19093,50.00000000000001
18968,20815,50.00000000000001
18968,22308,50.00000000000001
224435,1312,7.000000000000001
224435,4668,7.000000000000001
224435,6433,7.000000000000001
224435,8567,7.000000000000001
224435,9896,7.000000000000001
15622,172996,24.000000000000004
15622,3369559,24.000000000000004
15622,33988,24.0
15622,105289,24.0
15622,107011,24.0
244359,1546,2.0
244359,2163,2.0
244359,3085,2.0
244359,4480,2.0
244359,4638,2.0
21266,7030,3.0000000000000004
21266,9801,3.0000000000000004
21266,11367,3.0000000000000004
21266,16902,3.0000000000000004
21266,16913,3.0000000000000004
14949,12372,4.0
14949,34239,4.0
14949,97435,4.0
14949,101557,4.0
14949,111417,4.0
23214,19744,28.000000000000004
23214,34309,28.0
23214,102325,28.0
23214,83189,28.0
23214,286054,28.0
26774,63,1.0
26774,172,1.0
26774,201,1.0
26774,214,1.0
26774,258,1.0
72035,16913,26.0
72035,30148,26.0
72035,68005,26.0
72035,112118,26.0
72035,150533,26.0
6824,423976,39.00000000000001
6824,1540,39.0
6824,1565,39.0
6824,1579,39.0
6824,11893,39.0
5224,16865,5.0
5224,20896,5.0
5224,23223,5.0
5224,30240,5.0
5224,46312,5.0
146980,15788,24.000000000000004
146980,17941,24.000000000000004
146980,18248,24.000000000000004
146980,25150,24.000000000000004
146980,28577,24.000000000000004
14272,63,1.0
14272,172,1.0
14272,201,1.0
14272,214,1.0
14272,258,1.0
145196,12438,27.000000000000004
145196,15965,27.000000000000004
145196,17576,27.000000000000004
145196,18069,27.000000000000004
145196,18757,27.000000000000004
4495,438327,11.000000000000002
4495,550373,11.000000000000002
4495,760396,11.000000000000002
4495,451306,11.000000000000002
4495,760406,11.000000000000002
97124,1401,2.0
97124,1989,2.0
97124,3085,2.0
97124,3829,2.0
97124,4810,2.0
162,2305877,20.000000000000004
162,34034,20.0
162,75788,20.0
162,104560,20.0
162,155202,20.0
47321,2802499,17.0
47321,618954,3.0000000000000004
47321,619544,3.0000000000000004
47321,806095,3.0000000000000004
47321,942793,3.0000000000000004
176403,410706,12.000000000000002
176403,20235,12.0
176403,22575,12.0
176403,43477,12.0
176403,76149,12.0
196641,1256993,24.0
196641,63,1.0
196641,172,1.0
196641,201,1.0
196641,214,1.0
66900,52151,8.0
66900,71288,8.0
66900,84875,8.0
66900,144161,8.0
66900,148854,8.0
124735,157268,7.000000000000001
124735,177574,7.000000000000001
124735,374836,7.000000000000001
124735,177013,7.000000000000001
124735,818389,7.000000000000001
118546,7810,3.0000000000000004
118546,26621,3.0000000000000004
118546,27701,3.0000000000000004
118546,78179,3.0000000000000004
118546,79092,3.0000000000000004
40376,9520,16.0
40376,69907,16.0
40376,74172,16.0
40376,75100,16.0
40376,109725,16.0
62066,63,1.0
62066,172,1.0
62066,201,1.0
62066,214,1.0
62066,258,1.0
11258,6337,3.0000000000000004
11258,8569,3.0000000000000004
11258,9609,3.0000000000000004
11258,12264,3.0000000000000004
11258,13410,3.0000000000000004
90931,63,1.0
90931,172,1.0
90931,201,1.0
90931,214,1.0
90931,258,1.0
207905,17242,6.000000000000001
207905,169446,6.000000000000001
207905,171896,6.000000000000001
207905,334836,6.000000000000001
207905,214502,6.000000000000001
100058,363022,24.0
100058,400405,24.0
100058,641835,24.0
100058,379160,24.0
100058,2639590,24.0
90066,12065,2.0
90066,12353,2.0
90066,12456,2.0
90066,75638,2.0
90066,92095,2.0
140848,9520,3.0000000000000004
140848,29141,3.0000000000000004
140848,47328,3.0000000000000004
140848,84945,3.0000000000000004
140848,169453,3.0000000000000004
10773,172,2.0
10773,258,2.0
10773,799,2.0
10773,852,2.0
10773,1238,2.0
160598,63,4.0
160598,258,4.0
160598,412,4.0
160598,756,4.0
160598,1104,4.0
15877,234841,19.000000000000004
15877,5369,19.0
15877,5382,19.0
15877,16428,19.0
15877,18762,19.0
740,27703,12.0
740,82155,12.0
740,216576,12.0
740,31948,6.000000000000001
740,106655,6.000000000000001
109772,2728,4.0
109772,4966,4.0
109772,7662,4.0
109772,6515,4.0
109772,11643,4.0
111036,25928,2.0
111036,87189,2.0
111036,128293,2.0
111036,149496,2.0
111036,149792,2.0
13279,172,2.0
13279,201,2.0
13279,214,2.0
13279,258,2.0
13279,799,2.0
201474,2024382,26.0
201474,4686,8.0
201474,11367,8.0
201474,12438,8.0
201474,16701,8.0
60232,63,1.0
60232,172,1.0
60232,201,1.0
60232,214,1.0
60232,258,1.0
104278,63,1.0
104278,172,1.0
104278,201,1.0
104278,214,1.0
104278,258,1.0
202306,21809,6.000000000000001
202306,5390,6.000000000000001
202306,87415,6.000000000000001
202306,100112,6.000000000000001
202306,100197,6.000000000000001
131708,242586,15.000000000000002
131708,129993,15.0
131708,239860,15.0
131708,300667,15.0
131708,223559,15.0
63825,63,2.0
63825,852,2.0
63825,1104,2.0
63825,1316,2.0
63825,1722,2.0
14092,15007,7.000000000000001
14092,16200,7.000000000000001
14092,28947,7.000000000000001
14092,31321,7.000000000000001
14092,31421,7.000000000000001
34462,1557,2.0
34462,1989,2.0
34462,3829,2.0
34462,4480,2.0
34462,4638,2.0
69783,247967,29.0
69783,191471,29.0
69783,1926414,29.0
69783,455482,3.0000000000000004
69783,1400570,3.0000000000000004
142205,756,2.0
142205,1546,2.0
142205,2784,2.0
142205,3250,2.0
142205,3470,2.0
53926,80384,8.0
53926,167731,8.0
53926,833919,5.000000000000001
53926,20946,5.0
53926,25698,5.0
208169,2108242,13.0
208169,23498,5.000000000000001
208169,286088,5.000000000000001
208169,1041114,5.000000000000001
208169,756,5.0
189403,20235,5.000000000000001
189403,1884172,5.000000000000001
189403,6707,5.0
189403,8076,5.0
189403,12065,5.0
1031,1110,68.0
1031,1316,5.0
1031,8545,5.0
1031,13629,5.0
1031,17467,5.0
114073,63,1.0
114073,172,1.0
114073,201,1.0
114073,214,1.0
114073,258,1.0
120123,83154,3.0000000000000004
120123,175985,3.0000000000000004
120123,356687,3.0000000000000004
120123,679353,3.0000000000000004
120123,6707,3.0
127220,172,2.0
127220,258,2.0
127220,756,2.0
127220,1104,2.0
127220,1316,2.0
14240,519506,46.0
14240,6707,8.0
14240,17266,8.0
14240,28946,8.0
14240,31421,8.0
63985,172,2.0
63985,201,2.0
63985,214,2.0
63985,799,2.0
63985,1238,2.0
251349,528,30.000000000000004
251349,3268,30.000000000000004
251349,4419,30.000000000000004
251349,5382,30.000000000000004
251349,6581,30.000000000000004
66783,995837,10.0
66783,158573,7.000000000000001
66783,168001,7.000000000000001
66783,230150,7.000000000000001
66783,588801,7.000000000000001
94562,799,3.0000000000000004
94562,45705,3.0000000000000004
94562,111628,3.0000000000000004
94562,169022,3.0000000000000004
94562,291693,3.0000000000000004
4042,1104,2.0
4042,1722,2.0
4042,6470,2.0
4042,8135,2.0
4042,8162,2.0
109034,8471,3.0000000000000004
109034,15965,3.0000000000000004
109034,107116,3.0000000000000004
109034,108759,3.0000000000000004
109034,157366,3.0000000000000004
225173,63,1.0
225173,172,1.0
225173,201,1.0
225173,214,1.0
225173,258,1.0
69024,86204,5.000000000000001
69024,300266,5.000000000000001
69024,343060,5.000000000000001
69024,416597,5.000000000000001
69024,495588,5.000000000000001
218996,807692,38.0
218996,1468418,38.0
218996,322159,6.000000000000001
218996,1469624,6.000000000000001
218996,7795,6.0
21608,318301,23.0
21608,3098651,16.0
21608,31489,7.0
21608,339348,7.0
21608,507363,7.0
78452,455309,20.0
78452,7646,3.0000000000000004
78452,22616,3.0000000000000004
78452,23154,3.0000000000000004
78452,39857,3.0000000000000004
69542,175787,11.0
69542,172,2.0
69542,1557,2.0
69542,2163,2.0
69542,528,2.0
62976,280181,32.0
62976,7810,3.0000000000000004
62976,9496,3.0000000000000004
62976,9517,3.0000000000000004
62976,23095,3.0000000000000004
78534,20560,5.0
78534,24169,5.0
78534,26410,5.0
78534,32486,5.0
78534,84945,5.0
254559,26410,62.00000000000001
254559,104551,62.00000000000001
254559,91844,62.00000000000001
254559,135455,62.00000000000001
254559,152850,62.00000000000001
98665,13584,6.000000000000001
98665,135962,6.000000000000001
98665,209467,6.000000000000001
98665,213373,6.000000000000001
98665,217985,6.000000000000001
1723,84925,23.0
1723,145685,23.0
1723,147286,23.0
1723,165022,23.0
1723,168984,23.0
15506,81894,23.000000000000004
15506,503090,23.000000000000004
15506,682253,23.000000000000004
15506,936215,23.000000000000004
15506,7231,23.0
78315,63,1.0
78315,172,1.0
78315,201,1.0
78315,214,1.0
78315,258,1.0
50255,135008,5.0
50255,301925,5.0
50255,1127753,5.0
50255,25150,3.0000000000000004
50255,288706,3.0000000000000004
64033,259941,50.00000000000001
64033,124834,50.0
64033,127307,50.0
64033,166849,50.0
64033,128382,50.0
68655,63,1.0
68655,172,1.0
68655,201,1.0
68655,214,1.0
68655,258,1.0
25743,214,2.0
25743,938,2.0
25743,1312,2.0
25743,1316,2.0
25743,2624,2.0
53896,13388,3.0000000000000004
53896,22245,3.0000000000000004
53896,96316,3.0000000000000004
53896,215801,3.0000000000000004
53896,548991,3.0000000000000004
52782,201,2.0
52782,214,2.0
52782,799,2.0
52782,1238,2.0
52782,1312,2.0
53186,201,7.000000000000001
53186,1540,7.000000000000001
53186,1579,7.000000000000001
53186,9941,7.000000000000001
53186,35785,7.000000000000001
141510,4480,2.0
141510,6943,2.0
141510,7379,2.0
141510,10815,2.0
141510,16836,2.0
240401,63,1.0
240401,172,1.0
240401,201,1.0
240401,214,1.0
240401,258,1.0
45784,1678569,43.0
45784,2351700,43.0
45784,449288,22.0
45784,66424,17.0
45784,169768,17.0
90842,172,4.0
90842,5391,4.0
90842,8853,4.0
90842,13484,4.0
90842,18192,4.0
64987,338712,6.000000000000001
64987,498336,6.000000000000001
64987,901343,6.000000000000001
64987,852,6.0
64987,17944,6.0
119420,84149,3.0000000000000004
119420,180481,3.0000000000000004
119420,242575,3.0000000000000004
119420,298431,3.0000000000000004
119420,377706,3.0000000000000004
5333,63,1.0
5333,172,1.0
5333,201,1.0
5333,214,1.0
5333,258,1.0
69806,2728,3.0000000000000004
69806,7212,3.0000000000000004
69806,8337,3.0000000000000004
69806,8349,3.0000000000000004
69806,8561,3.0000000000000004
71417,29371,3.0000000000000004
71417,181513,3.0000000000000004
71417,252604,3.0000000000000004
71417,387863,3.0000000000000004
71417,419860,3.0000000000000004
71670,63,2.0
71670,852,2.0
71670,1316,2.0
71670,1401,2.0
71670,1666,2.0
54034,242575,11.000000000000002
54034,8076,11.0
54034,35380,11.0
54034,83830,11.0
54034,109710,11.0
1128,107565,32.0
1128,49444,18.000000000000004
1128,578248,18.000000000000004
1128,5444,18.0
1128,5545,18.0
38867,252604,5.000000000000001
38867,362972,5.000000000000001
38867,7414,5.0
38867,13584,5.0
38867,14652,5.0
150917,63,1.0
150917,172,1.0
150917,201,1.0
150917,214,1.0
150917,258,1.0
167917,201,2.0
167917,214,2.0
167917,799,2.0
167917,1104,2.0
167917,1238,2.0
54160,23646,3.0000000000000004
54160,34578,3.0000000000000004
54160,101557,3.0000000000000004
54160,164154,3.0000000000000004
54160,24414,3.0000000000000004
86685,63,1.0
86685,172,1.0
86685,201,1.0
86685,214,1.0
86685,258,1.0
39107,244529,6.000000000000001
39107,296176,6.000000000000001
39107,235414,6.000000000000001
39107,438471,6.000000000000001
39107,509811,6.000000000000001
83472,16550,3.0000000000000004
83472,48586,3.0000000000000004
83472,99478,3.0000000000000004
83472,101064,3.0000000000000004
83472,135501,3.0000000000000004
239940,412,2.0
239940,938,2.0
239940,1401,2.0
239940,3036,2.0
239940,4686,2.0
100943,756,4.0
100943,2914,4.0
100943,3829,4.0
100943,4419,4.0
100943,5313,4.0
14045,172,2.0
14045,201,2.0
14045,214,2.0
14045,756,2.0
14045,1540,2.0
204262,191897,53.00000000000001
204262,68768,53.0
